Date,Open,High,Low,Close,Adj Close,Volume
2012-06-18,4.666670,4.666670,4.500000,4.500000,4.500000,7500
2012-06-19,4.333330,4.333330,4.333330,4.333330,4.333330,1050
2012-06-20,4.333330,4.500000,4.333330,4.500000,4.500000,2310
2012-06-21,4.333330,4.666670,4.166670,4.333330,4.333330,12090
2012-06-22,4.166670,4.166670,4.000000,4.166670,4.166670,3105
2012-06-25,4.000000,4.000000,4.000000,4.000000,4.000000,3000
2012-06-26,4.000000,4.000000,4.000000,4.000000,4.000000,0
2012-06-27,4.333330,4.333330,4.333330,4.333330,4.333330,150
2012-06-28,3.833330,3.833330,3.833330,3.833330,3.833330,105
2012-06-29,4.333330,4.333330,3.833330,3.833330,3.833330,2826
2012-07-02,3.833330,3.833330,3.833330,3.833330,3.833330,0
2012-07-03,4.000000,4.000000,4.000000,4.000000,4.000000,1350
2012-07-05,4.833330,4.833330,4.833330,4.833330,4.833330,450
2012-07-06,4.833330,5.000000,4.333330,5.000000,5.000000,7527
2012-07-09,4.833330,4.833330,4.500000,4.666670,4.666670,4384
2012-07-10,4.666670,5.000000,4.000000,5.000000,5.000000,9913
2012-07-11,4.500000,4.500000,4.500000,4.500000,4.500000,7500
2012-07-12,4.500000,4.500000,4.500000,4.500000,4.500000,1500
2012-07-13,4.500000,4.500000,4.500000,4.500000,4.500000,1200
2012-07-16,4.500000,4.500000,4.500000,4.500000,4.500000,5700
2012-07-17,4.500000,4.500000,4.500000,4.500000,4.500000,3300
2012-07-18,4.500000,4.500000,4.333330,4.333330,4.333330,750
2012-07-19,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-20,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-23,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-24,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-25,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-26,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-27,4.333330,4.333330,4.333330,4.333330,4.333330,0
2012-07-30,4.000000,4.000000,4.000000,4.000000,4.000000,3696
2012-07-31,4.000000,4.000000,4.000000,4.000000,4.000000,0
2012-08-01,3.833330,3.833330,3.833330,3.833330,3.833330,3696
2012-08-02,3.833330,3.833330,3.833330,3.833330,3.833330,0
2012-08-03,3.833330,3.833330,3.833330,3.833330,3.833330,0
2012-08-06,3.666670,3.666670,3.666670,3.666670,3.666670,1260
2012-08-07,3.666670,3.666670,3.666670,3.666670,3.666670,0
2012-08-08,4.000000,4.000000,4.000000,4.000000,4.000000,1500
2012-08-09,3.833330,3.833330,3.833330,3.833330,3.833330,3900
2012-08-10,3.833330,3.833330,3.833330,3.833330,3.833330,0
2012-08-13,3.833330,3.833330,3.833330,3.833330,3.833330,0
2012-08-14,3.666670,3.666670,3.666670,3.666670,3.666670,750
2012-08-15,3.666670,3.666670,3.666670,3.666670,3.666670,0
2012-08-16,3.666670,3.666670,3.666670,3.666670,3.666670,0
2012-08-17,3.666670,3.666670,3.666670,3.666670,3.666670,0
2012-08-20,3.666670,3.666670,3.666670,3.666670,3.666670,0
2012-08-21,3.666670,4.000000,3.333330,4.000000,4.000000,6450
2012-08-22,4.666670,4.833330,4.333330,4.333330,4.333330,13845
2012-08-23,4.666670,4.666670,4.666670,4.666670,4.666670,858
2012-08-24,4.166670,4.166670,4.000000,4.000000,4.000000,1860
2012-08-27,4.000000,4.000000,4.000000,4.000000,4.000000,0
2012-08-28,4.333330,4.333330,4.333330,4.333330,4.333330,825
2012-08-29,4.333330,4.333330,4.000000,4.000000,4.000000,1015
2012-08-30,4.000000,4.000000,4.000000,4.000000,4.000000,0
2012-08-31,3.666670,3.666670,3.666670,3.666670,3.666670,750
2012-09-04,3.500000,3.500000,3.333330,3.333330,3.333330,6000
2012-09-05,3.833330,3.833330,3.833330,3.833330,3.833330,300
2012-09-06,3.833330,3.833330,3.833330,3.833330,3.833330,0
2012-09-07,3.666670,3.666670,3.666670,3.666670,3.666670,600
2012-09-10,3.666670,3.666670,3.666670,3.666670,3.666670,0
2012-09-11,3.666670,3.666670,3.333330,3.333330,3.333330,8700
2012-09-12,3.333330,3.333330,3.333330,3.333330,3.333330,0
2012-09-13,3.333330,3.333330,3.333330,3.333330,3.333330,0
2012-09-14,3.333330,3.333330,3.333330,3.333330,3.333330,0
2012-09-17,2.000000,2.000000,1.366670,2.000000,2.000000,21351
2012-09-18,2.300000,2.666670,2.300000,2.500000,2.500000,20160
2012-09-19,2.333330,2.333330,2.333330,2.333330,2.333330,750
2012-09-20,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-09-21,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-09-24,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-09-25,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-09-26,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-09-27,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-09-28,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-10-01,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-10-02,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-10-03,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-10-04,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-10-05,2.333330,2.333330,2.333330,2.333330,2.333330,0
2012-10-08,2.666670,2.666670,2.666670,2.666670,2.666670,9420
2012-10-09,2.666670,2.666670,2.666670,2.666670,2.666670,6179
2012-10-10,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-11,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-12,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-15,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-16,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-17,2.666670,2.666670,2.666670,2.666670,2.666670,187
2012-10-18,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-19,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-22,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-23,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-24,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-25,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-26,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-10-31,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-01,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-02,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-05,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-06,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-07,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-08,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-09,2.000000,2.000000,2.000000,2.000000,2.000000,300
2012-11-12,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-11-13,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-11-14,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-11-15,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-11-16,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-11-19,2.666670,2.666670,2.666670,2.666670,2.666670,1800
2012-11-20,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-21,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-23,2.666670,2.666670,2.666670,2.666670,2.666670,0
2012-11-26,2.633330,2.633330,2.633330,2.633330,2.633330,449
2012-11-27,2.633330,2.633330,2.000000,2.000000,2.000000,16500
2012-11-28,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-11-29,2.000000,2.000000,2.000000,2.000000,2.000000,1500
2012-11-30,2.000000,2.000000,2.000000,2.000000,2.000000,0
2012-12-03,1.733330,1.733330,1.733330,1.733330,1.733330,600
2012-12-04,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-05,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-06,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-07,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-10,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-11,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-12,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-13,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-14,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-17,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-18,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-19,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-20,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-21,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-24,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-26,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-27,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-28,1.733330,1.733330,1.733330,1.733330,1.733330,0
2012-12-31,1.733330,1.733330,1.733330,1.733330,1.733330,0
2013-01-02,1.833330,1.833330,1.833330,1.833330,1.833330,3429
2013-01-03,1.833330,1.833330,1.833330,1.833330,1.833330,0
2013-01-04,1.833330,1.833330,1.833330,1.833330,1.833330,0
2013-01-07,1.833330,1.833330,1.833330,1.833330,1.833330,0
2013-01-08,1.700000,1.700000,1.700000,1.700000,1.700000,1200
2013-01-09,1.700000,1.700000,1.700000,1.700000,1.700000,0
2013-01-10,1.700000,1.700000,1.700000,1.700000,1.700000,0
2013-01-11,1.666670,1.666670,1.666670,1.666670,1.666670,729
2013-01-14,1.666670,1.666670,1.666670,1.666670,1.666670,749
2013-01-15,1.666670,1.666670,1.666670,1.666670,1.666670,0
2013-01-16,1.666670,1.666670,1.666670,1.666670,1.666670,0
2013-01-17,1.666670,1.666670,1.500000,1.500000,1.500000,900
2013-01-18,1.666670,1.666670,1.666670,1.666670,1.666670,770
2013-01-22,1.666670,1.666670,1.666670,1.666670,1.666670,0
2013-01-23,1.666670,1.666670,1.666670,1.666670,1.666670,0
2013-01-24,1.833330,1.866670,1.833330,1.866670,1.866670,3770
2013-01-25,1.866670,1.866670,1.866670,1.866670,1.866670,0
2013-01-28,1.866670,1.866670,1.866670,1.866670,1.866670,0
2013-01-29,1.900000,1.900000,1.666670,1.666670,1.666670,4285
2013-01-30,1.666670,1.666670,1.666670,1.666670,1.666670,0
2013-01-31,1.500000,1.500000,1.500000,1.500000,1.500000,300
2013-02-01,1.500000,1.500000,1.500000,1.500000,1.500000,206
2013-02-04,1.500000,1.500000,1.500000,1.500000,1.500000,3000
2013-02-05,1.500000,1.500000,1.500000,1.500000,1.500000,762
2013-02-06,1.500000,1.500000,1.500000,1.500000,1.500000,1500
2013-02-07,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-08,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-11,1.500000,1.500000,1.500000,1.500000,1.500000,1650
2013-02-12,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-13,1.500000,1.500000,1.500000,1.500000,1.500000,3912
2013-02-14,1.833330,1.833330,1.500000,1.500000,1.500000,7077
2013-02-15,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-19,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-20,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-21,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-22,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-25,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-26,1.500000,1.500000,1.500000,1.500000,1.500000,0
2013-02-27,1.166670,1.166670,1.166670,1.166670,1.166670,4500
2013-02-28,1.166670,1.166670,1.166670,1.166670,1.166670,0
2013-03-01,1.166670,1.166670,1.166670,1.166670,1.166670,0
2013-03-04,1.166670,1.166670,1.166670,1.166670,1.166670,0
2013-03-05,1.166670,1.166670,1.166670,1.166670,1.166670,0
2013-03-06,1.166670,1.166670,1.166670,1.166670,1.166670,0
2013-03-07,1.166670,1.233330,1.166670,1.166670,1.166670,6919
2013-03-08,1.166670,1.200000,1.166670,1.200000,1.200000,4050
2013-03-11,1.200000,1.200000,1.200000,1.200000,1.200000,0
2013-03-12,1.200000,1.200000,1.200000,1.200000,1.200000,0
2013-03-13,1.200000,1.200000,1.200000,1.200000,1.200000,0
2013-03-14,1.200000,1.300000,1.200000,1.200000,1.200000,3000
2013-03-15,1.066670,1.066670,1.066670,1.066670,1.066670,1800
2013-03-18,1.000000,1.000000,1.000000,1.000000,1.000000,1800
2013-03-19,0.833333,0.866666,0.833333,0.833333,0.833333,7050
2013-03-20,0.833333,0.833333,0.800000,0.800000,0.800000,5094
2013-03-21,0.800000,0.800000,0.800000,0.800000,0.800000,0
2013-03-22,0.800000,0.833333,0.700000,0.833333,0.833333,6395
2013-03-25,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-03-26,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-03-27,0.833333,0.833333,0.833333,0.833333,0.833333,3000
2013-03-28,0.700000,0.700000,0.666666,0.666666,0.666666,2250
2013-04-01,0.666666,0.666666,0.666666,0.666666,0.666666,0
2013-04-02,0.666666,0.833333,0.666666,0.833333,0.833333,12000
2013-04-03,0.666666,0.666666,0.666666,0.666666,0.666666,2154
2013-04-04,0.666666,0.666666,0.666666,0.666666,0.666666,3000
2013-04-05,0.666666,0.666666,0.666666,0.666666,0.666666,5095
2013-04-08,0.666666,0.666666,0.666666,0.666666,0.666666,0
2013-04-09,0.666666,0.666666,0.666666,0.666666,0.666666,0
2013-04-10,0.666666,0.666666,0.666666,0.666666,0.666666,0
2013-04-11,0.666666,0.666666,0.666666,0.666666,0.666666,7500
2013-04-12,0.666666,0.666666,0.666666,0.666666,0.666666,0
2013-04-15,0.633333,0.633333,0.633333,0.633333,0.633333,3900
2013-04-16,0.733333,0.733333,0.733333,0.733333,0.733333,795
2013-04-17,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-18,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-19,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-22,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-23,0.733333,0.733333,0.733333,0.733333,0.733333,4455
2013-04-24,0.733333,0.733333,0.733333,0.733333,0.733333,45
2013-04-25,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-26,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-29,0.733333,0.733333,0.733333,0.733333,0.733333,0
2013-04-30,0.700000,0.733333,0.700000,0.733333,0.733333,4127
2013-05-01,0.833333,0.833333,0.833333,0.833333,0.833333,2787
2013-05-02,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-05-03,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-05-06,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-05-07,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-05-08,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-05-09,0.833333,0.833333,0.833333,0.833333,0.833333,0
2013-05-10,0.833333,0.866666,0.833333,0.866666,0.866666,3212
2013-05-13,0.866666,0.866666,0.866666,0.866666,0.866666,0
2013-05-14,0.866666,0.866666,0.866666,0.866666,0.866666,0
2013-05-15,0.866666,0.866666,0.866666,0.866666,0.866666,0
2013-05-16,0.866666,0.866666,0.866666,0.866666,0.866666,0
2013-05-17,0.866666,0.866666,0.866666,0.866666,0.866666,0
